releve_nr,valid_name,to_br_bl_old
307934,Centaurea stoebe,3
307934,Eryngium campestre,0.5
307934,Euphorbia cyparissias,0.5
307934,Festuca valesiaca s. l.,15
307934,Pilosella officinarum,0.5
307934,Hypericum perforatum,0.5
307934,Medicago falcata,0.5
307934,Petrorhagia saxifraga,3
307934,Pimpinella saxifraga,3
307934,Potentilla heptaphylla,0.5
307934,Sanguisorba minor,0.1
307934,Scabiosa ochroleuca,0.1
307934,Senecio jacobaea,0.5
307934,Stipa capillata,15
307934,Stipa pennata,0.5
307934,Thymus pannonicus agg.,0.5
307947,Achillea millefolium agg.,0.1
307947,Arrhenatherum elatius,0.1
307947,Artemisia campestris,15
307947,Dactylis glomerata,0.5
307947,Erysimum diffusum agg.,0.5
307947,Euphorbia cyparissias,3
307947,Festuca valesiaca s. l.,3
307947,Pilosella echioides,3
307947,Koeleria macrantha,0.5
307947,Linaria genistifolia,0.5
307947,Petrorhagia saxifraga,15
307947,Pimpinella saxifraga,0.1
307947,Poa pratensis agg.,0.5
307947,Sanguisorba minor,0.1
307947,Sedum acre,15
307947,Thymus pannonicus agg.,0.5
307947,Veronica prostrata,0.5
307947,Potentilla verna agg.,3
307951,Eryngium campestre,0.5
307951,Festuca valesiaca s. l.,87.5
307951,Gypsophila paniculata,0.5
307951,Minuartia glaucina,0.5
307951,Securigera varia,0.5
307951,Stipa pennata,0.5
342099,Allium scorodoprasum,15
342099,Carex praecox,15
342099,Festuca valesiaca s. l.,0.5
342099,Galium verum,3
342099,Plantago lanceolata,3
342099,Poa pratensis agg.,15
342099,Potentilla argentea,3
342099,Rumex acetosa,3
342099,Sedum sexangulare,15
342099,Taraxacum sect. Taraxacum,0.1
342103,Carex praecox,3
342103,Erodium cicutarium,3
342103,Eryngium campestre,15
342103,Erysimum diffusum agg.,0.5
342103,Festuca valesiaca s. l.,15
342103,Poa pratensis agg.,3
342103,Potentilla argentea,0.5
342103,Rumex acetosella,0.5
342103,Rumex thyrsiflorus,0.5
342103,Thymus pannonicus agg.,3
342104,Achillea millefolium agg.,3
342104,Anthoxanthum odoratum,0.5
342104,Armeria elongata subsp. elongata,0.5
342104,Carex praecox,0.5
342104,Cerastium holosteoides,0.5
342104,Dactylis glomerata,3
342104,Dianthus carthusianorum agg.,3
342104,Eryngium campestre,3
342104,Euphorbia cyparissias,15
342104,Festuca valesiaca s. l.,15
342104,Fragaria viridis,3
342104,Luzula campestris,0.5
342104,Plantago lanceolata,3
342104,Poa pratensis agg.,15
342104,Potentilla argentea,3
342104,Rumex acetosa,0.5
342104,Thymus pannonicus agg.,3
342104,Veronica prostrata,3
401761,Armeria elongata subsp. elongata,0.5
401761,Asparagus officinalis,0.5
401761,Carex hirta,3
401761,Centaurea stoebe,0.5
401761,Echium vulgare,0.5
401761,Eryngium campestre,0.5
401761,Erysimum diffusum agg.,0.5
401761,Euphorbia cyparissias,3
401761,Festuca valesiaca s. l.,37.5
401761,Fragaria vesca,3
401761,Galium verum,3
401761,Lotus corniculatus,0.5
401761,Peucedanum oreoselinum,0.5
401761,Plantago lanceolata,15
401761,Poa pratensis agg.,3
401761,Potentilla argentea,3
401761,Potentilla verna agg.,0.5
401761,Ranunculus polyanthemos,0.5
401761,Rumex acetosa,0.5
401761,Rumex acetosella,3
401761,Sedum sexangulare,0.5
401761,Silene viscosa,0.5
402435,Achillea millefolium agg.,0.5
402435,Agrostis capillaris,15
402435,Anthoxanthum odoratum,15
402435,Betonica officinalis,3
402435,Carex caryophyllea,15
402435,Chamaecytisus supinus,3
402435,Crataegus species,3
402435,Festuca rubra,15
402435,Galium verum,0.5
402435,Pilosella bauhini,15
402435,Pilosella officinarum,3
402435,Holcus lanatus,0.5
402435,Hypericum perforatum,0.5
402435,Hypochaeris radicata,3
402435,Luzula campestris,3
402435,Viscaria vulgaris,3
402435,Stellaria graminea,0.1
402435,Veronica officinalis,0.5
445394,Agrostis stolonifera,0.5
445394,Anthoxanthum odoratum,15
445394,Armeria elongata subsp. elongata,0.5
445394,Arrhenatherum elatius,3
445394,Avenula pubescens,3
445394,Brachypodium pinnatum,15
445394,Briza media,3
445394,Calamagrostis epigejos,0.5
445394,Carex hirta,3
445394,Carex praecox,37.5
445394,Colchicum autumnale,3
445394,Crataegus species,0.1
445394,Dactylis glomerata,0.5
445394,Equisetum arvense,0.1
445394,Euphorbia cyparissias,15
445394,Festuca valesiaca s. l.,15
445394,Fragaria viridis,15
445394,Galium album s. l.,3
445394,Galium verum,0.5
445394,Lathyrus pratensis,0.5
445394,Scorzoneroides autumnalis,0.1
445394,Leontodon hispidus,15
445394,Lotus corniculatus,0.5
445394,Luzula campestris,3
445394,Viscaria vulgaris,0.5
445394,Phleum phleoides,0.5
445394,Pimpinella saxifraga,3
445394,Poa pratensis agg.,15
445394,Ranunculus bulbosus,0.5
445394,Rumex acetosa,0.5
445394,Salvia pratensis,0.5
445394,Saxifraga bulbifera,0.5
445394,Scabiosa ochroleuca,0.5
445394,Seseli annuum,0.5
445394,Silene nutans,3
445394,Thymus pannonicus agg.,0.5
445394,Trifolium pratense,0.1
445394,Veronica vindobonensis,0.5
445395,Achillea millefolium agg.,0.1
445395,Agrostis vinealis,3
445395,Armeria elongata subsp. elongata,0.5
445395,Calamagrostis epigejos,0.1
445395,Carex caryophyllea,3
445395,Carex hirta,3
445395,Carex praecox,15
445395,Colchicum autumnale,0.1
445395,Dianthus carthusianorum agg.,0.5
445395,Elymus repens,0.5
445395,Euphorbia cyparissias,3
445395,Festuca valesiaca s. l.,46.875
445395,Fragaria viridis,0.5
445395,Koeleria macrantha,15
445395,Luzula campestris,0.5
445395,Viscaria vulgaris,0.5
445395,Phleum phleoides,15
445395,Pimpinella saxifraga,0.1
445395,Potentilla argentea,0.5
445395,Rumex acetosella,3
445395,Salvia pratensis,0.5
445395,Scabiosa ochroleuca,0.5
445395,Stipa borysthenica,3
445395,Thymus pannonicus agg.,15
445395,Veronica prostrata,0.5
445410,Achillea millefolium agg.,0.5
445410,Armeria elongata subsp. elongata,0.5
445410,Arrhenatherum elatius,0.1
445410,Avenula pubescens,0.5
445410,Calamagrostis epigejos,0.5
445410,Carex caryophyllea,3
445410,Carex hirta,0.5
445410,Centaurea stoebe,0.5
445410,Dactylis glomerata,0.1
445410,Dianthus carthusianorum agg.,0.5
445410,Euphorbia cyparissias,0.5
445410,Festuca valesiaca s. l.,62.5
445410,Fragaria viridis,0.5
445410,Galium verum,0.5
445410,Hypericum perforatum,0.5
445410,Luzula campestris,0.5
445410,Viscaria vulgaris,15
445410,Pimpinella saxifraga,0.1
445410,Plantago lanceolata,0.1
445410,Poa pratensis agg.,3
445410,Potentilla argentea,3
445410,Veronica spicata,15
445410,Rumex acetosa,0.5
445410,Rumex acetosella,0.5
445410,Scabiosa ochroleuca,0.5
445410,Seseli annuum,0.5
445410,Silene latifolia subsp. alba,0.5
445410,Thymus pannonicus agg.,15
445410,Verbascum lychnitis,0.5
445410,Veronica vindobonensis,0.5
445416,Anthoxanthum odoratum,0.5
445416,Armeria elongata subsp. elongata,0.5
445416,Arrhenatherum elatius,0.5
445416,Artemisia campestris,15
445416,Centaurea stoebe,0.5
445416,Dianthus carthusianorum agg.,0.5
445416,Erysimum diffusum agg.,3
445416,Euphorbia cyparissias,15
445416,Festuca valesiaca s. l.,37.5
445416,Iris variegata,0.5
445416,Koeleria macrantha,15
445416,Linaria genistifolia,0.5
445416,Phleum phleoides,0.5
445416,Plantago lanceolata,0.1
445416,Potentilla argentea,0.5
445416,Rumex acetosa,3
445416,Rumex acetosella,0.5
445416,Salvia pratensis,0.5
445416,Silene latifolia subsp. alba,0.5
445416,Thymus pannonicus agg.,0.5
445416,Veronica prostrata,0.5
445417,Ajuga genevensis,0.1
445417,Artemisia campestris,15
445417,Asperula cynanchica,0.1
445417,Chondrilla juncea,0.5
445417,Dianthus carthusianorum agg.,15
445417,Erysimum diffusum agg.,0.5
445417,Euphorbia cyparissias,3
445417,Festuca valesiaca s. l.,37.5
445417,Hypericum perforatum,0.5
445417,Iris variegata,0.5
445417,Koeleria macrantha,3
445417,Phleum phleoides,0.5
445417,Poa pratensis agg.,0.5
445417,Potentilla argentea,0.5
445417,Veronica spicata,0.5
445417,Rumex acetosella,0.5
445417,Salvia pratensis,0.5
445417,Scabiosa ochroleuca,0.5
445417,Silene otites,0.5
445417,Stipa borysthenica,0.5
445417,Thesium ramosum,0.1
445417,Thymus pannonicus agg.,15
445417,Verbascum lychnitis,0.5
445417,Verbascum phoeniceum,3
445417,Veronica prostrata,3
445422,Achillea millefolium agg.,3.485
445422,Ajuga genevensis,3
445422,Anthoxanthum odoratum,0.5
445422,Armeria elongata subsp. elongata,0.5
445422,Avenula pubescens,3
445422,Bromus erectus,0.5
445422,Calamagrostis epigejos,0.5
445422,Carex caryophyllea,0.5
445422,Carex praecox,15
445422,Cynodon dactylon,0.5
445422,Dactylis glomerata,3
445422,Dianthus carthusianorum agg.,15
445422,Elymus repens,0.5
445422,Eryngium campestre,0.1
445422,Euphorbia cyparissias,3
445422,Festuca valesiaca s. l.,39.375
445422,Koeleria macrantha,37.5
445422,Luzula campestris,0.5
445422,Viscaria vulgaris,3
445422,Peucedanum oreoselinum,3
445422,Phleum phleoides,3
445422,Pimpinella saxifraga,0.5
445422,Plantago lanceolata,0.5
445422,Poa pratensis agg.,3
445422,Veronica spicata,0.5
445422,Rumex acetosa,15
445422,Rumex acetosella,3
445422,Salvia pratensis,0.5
445422,Scabiosa ochroleuca,0.5
445422,Seseli annuum,0.1
445422,Silene otites,0.1
445422,Stipa borysthenica,0.5
445422,Thymus pannonicus agg.,3
445422,Trifolium montanum,0.5
445422,Veronica prostrata,0.5
445449,Acer campestre,0.5
445449,Achillea millefolium agg.,3
445449,Armeria elongata subsp. elongata,0.5
445449,Artemisia campestris,37.5
445449,Carex caryophyllea,3
445449,Carex praecox,62.5
445449,Dianthus carthusianorum agg.,3
445449,Euphorbia cyparissias,0.5
445449,Festuca valesiaca s. l.,15
445449,Hypericum perforatum,0.5
445449,Iris variegata,3
445449,Linaria genistifolia,0.5
445449,Phleum phleoides,0.5
445449,Potentilla argentea,0.5
445449,Scabiosa ochroleuca,0.5
445449,Thesium ramosum,0.5
445449,Thymus pannonicus agg.,0.5
445449,Verbascum lychnitis,3
445450,Achillea millefolium agg.,3
445450,Anthoxanthum odoratum,0.5
445450,Carex hirta,0.5
445450,Dianthus carthusianorum agg.,3
445450,Echium vulgare,0.5
445450,Elymus repens,0.5
445450,Euphorbia cyparissias,0.5
445450,Festuca valesiaca s. l.,37.5
445450,Phleum phleoides,0.5
445450,Plantago lanceolata,15
445450,Potentilla argentea,0.5
445450,Veronica spicata,0.1
445450,Rumex acetosella,3
445450,Sedum acre,0.1
445450,Silene otites,3
445450,Verbascum lychnitis,0.5
445462,Achillea millefolium agg.,15
445462,Armeria elongata subsp. elongata,0.5
445462,Arrhenatherum elatius,3
445462,Carex praecox,3
445462,Centaurea stoebe,3
445462,Dianthus carthusianorum agg.,0.5
445462,Elymus repens,3
445462,Eryngium campestre,3
445462,Euphorbia cyparissias,0.5
445462,Falcaria vulgaris,0.5
445462,Festuca valesiaca s. l.,39.375
445462,Koeleria macrantha,15
445462,Linaria genistifolia,0.5
445462,Pimpinella saxifraga,3
445462,Poa pratensis agg.,15
445462,Potentilla argentea,3
445462,Rumex thyrsiflorus,0.5
445462,Securigera varia,3
445462,Sedum acre,3
445462,Thymus pannonicus agg.,15
445462,Verbascum phoeniceum,0.5
445462,Veronica prostrata,0.5
445463,Achillea millefolium agg.,0.9975
445463,Anchusa officinalis,0.1
445463,Armeria elongata subsp. elongata,0.5
445463,Arrhenatherum elatius,15
445463,Carex praecox,15
445463,Centaurea stoebe,0.5
445463,Chondrilla juncea,0.5
445463,Dianthus carthusianorum agg.,0.5
445463,Eryngium campestre,0.5
445463,Falcaria vulgaris,0.5
445463,Festuca valesiaca s. l.,37.8125
445463,Galium verum,0.5
445463,Koeleria macrantha,3
445463,Linaria genistifolia,0.5
445463,Pimpinella saxifraga,3
445463,Poa pratensis agg.,15
445463,Potentilla argentea,3
445463,Rumex thyrsiflorus,3
445463,Salvia pratensis,15
445463,Securigera varia,0.5
445463,Sedum acre,0.5
445463,Silene latifolia subsp. alba,0.5
445463,Thymus pannonicus agg.,0.5
445463,Verbascum chaixii subsp. austriacum,3
445463,Verbascum phoeniceum,0.5
445463,Veronica prostrata,0.5
452435,Achillea millefolium agg.,15
452435,Agrostis capillaris,15
452435,Alopecurus pratensis,0.5
452435,Anthoxanthum odoratum,0.5
452435,Arrhenatherum elatius,0.5
452435,Carex caryophyllea,0.5
452435,Carex hirta,0.5
452435,Carex praecox,15
452435,Dianthus carthusianorum agg.,3
452435,Festuca valesiaca s. l.,15
452435,Galium verum,0.5
452435,Hypericum perforatum,0.5
452435,Knautia arvensis agg.,0.5
452435,Koeleria macrantha,15
452435,Viscaria vulgaris,0.5
452435,Peucedanum oreoselinum,15
452435,Phleum phleoides,0.5
452435,Plantago lanceolata,0.5
452435,Poa pratensis agg.,15
452435,Potentilla argentea,0.5
452435,Rumex acetosella,15
452435,Rumex thyrsiflorus,3
452435,Salvia pratensis,0.5
452435,Stipa borysthenica,3
452435,Thymus pannonicus agg.,0.5
622109,Corynephorus canescens,37.5
622109,Festuca psammophila subsp. dominii,0.5
622109,Silene otites,0.5
622109,Thymus serpyllum,3
622119,Corynephorus canescens,37.5
622119,Cynodon dactylon,3
622119,Euphorbia seguieriana,0.5
622119,Thymus serpyllum,15
622121,Corynephorus canescens,15
622121,Cynodon dactylon,3
622121,Eryngium campestre,0.5
622121,Euphorbia seguieriana,0.5
622121,Helichrysum arenarium,0.5
622121,Sedum sexangulare,0.5
622121,Thymus serpyllum,3
622123,Corynephorus canescens,37.5
622123,Equisetum ramosissimum,3
622123,Eryngium campestre,0.5
622123,Euphorbia seguieriana,0.5
622123,Helichrysum arenarium,0.5
622123,Hypericum perforatum,0.5
622123,Thymus serpyllum,3
622127,Corynephorus canescens,37.5
622127,Hypericum perforatum,3
622127,Jasione montana,0.5
622127,Petrorhagia saxifraga,3
622127,Potentilla verna agg.,0.5
622128,Carex hirta,0.5
622128,Corynephorus canescens,37.5
622128,Cynodon dactylon,3
622128,Eryngium campestre,0.5
622128,Jasione montana,0.5
622128,Potentilla verna agg.,0.5
622128,Thymus serpyllum,0.5
622132,Calamagrostis epigejos,15
622132,Carex hirta,37.5
622132,Equisetum arvense,15
622132,Oenothera species,3
622132,Rumex acetosella,0.5
622135,Corynephorus canescens,37.5
622135,Euphorbia seguieriana,0.5
622135,Thymus serpyllum,3
622143,Carex hirta,3
622143,Corynephorus canescens,3
622143,Euphorbia cyparissias,3
622143,Festuca psammophila subsp. dominii,15
622143,Jasione montana,0.5
624692,Achillea millefolium agg.,0.5
624692,Carex hirta,15
624692,Corynephorus canescens,0.5
624692,Erigeron acris agg.,0.5
624692,Eryngium campestre,0.5
624692,Euphorbia cyparissias,0.5
624692,Festuca valesiaca s. l.,37.5
624692,Jasione montana,0.5
624692,Potentilla verna agg.,0.5
624692,Rumex acetosella,15
624692,Stipa borysthenica,3
624692,Thymus serpyllum,0.5
624694,Carex hirta,0.5
624694,Chondrilla juncea,0.5
624694,Echium vulgare,0.5
624694,Eryngium campestre,0.5
624694,Erysimum diffusum agg.,0.5
624694,Euphorbia cyparissias,0.5
624694,Linaria genistifolia,0.5
624694,Potentilla verna agg.,0.5
624694,Rumex acetosella,37.5
624694,Thymus serpyllum,0.5
624697,Achillea millefolium agg.,0.5
624697,Anchusa officinalis,0.5
624697,Carex hirta,0.5
624697,Corynephorus canescens,15
624697,Elymus repens,0.5
624697,Erysimum diffusum agg.,0.5
624697,Euphorbia cyparissias,0.5
624697,Potentilla verna agg.,0.5
624697,Rumex acetosella,0.5
624697,Thymus serpyllum,0.5
624744,Achillea millefolium agg.,0.5
624744,Agrostis capillaris,0.5
624744,Armeria elongata subsp. elongata,0.5
624744,Carex stenophylla,0.5
624744,Corynephorus canescens,15
624744,Cynodon dactylon,0.5
624744,Dianthus serotinus,0.5
624744,Echium vulgare,0.5
624744,Equisetum ramosissimum,0.5
624744,Eryngium campestre,0.5
624744,Euphorbia seguieriana,0.5
624744,Festuca psammophila subsp. dominii,37.5
624744,Helichrysum arenarium,15
624744,Hypericum perforatum,0.5
624744,Jasione montana,0.5
624744,Oenothera species,0.5
624744,Petrorhagia saxifraga,0.5
624744,Pinus sylvestris,0.5
624744,Plantago lanceolata,3
624744,Potentilla verna agg.,0.5
624744,Sedum sexangulare,3
624744,Thymus serpyllum,3
624745,Carex stenophylla,0.5
624745,Corynephorus canescens,0.5
624745,Cynodon dactylon,15
624745,Equisetum ramosissimum,0.5
624745,Eryngium campestre,0.5
624745,Festuca psammophila subsp. dominii,37.5
624745,Hypericum perforatum,0.5
624745,Koeleria glauca,37.5
624745,Plantago lanceolata,0.5
624745,Sedum sexangulare,0.5
624745,Thymus serpyllum,3
624750,Corynephorus canescens,62.5
624750,Cynodon dactylon,3
624750,Dianthus serotinus,3
624750,Festuca psammophila subsp. dominii,3
624750,Pinus sylvestris,0.5
624750,Rumex acetosella,0.5
624750,Thymus serpyllum,3
624751,Corynephorus canescens,37.5
624751,Cynodon dactylon,3
624751,Equisetum ramosissimum,3
624751,Eryngium campestre,0.5
624751,Euphorbia cyparissias,0.5
624751,Helichrysum arenarium,0.5
624751,Rumex acetosella,0.5
638289,Corynephorus canescens,0.5
638289,Pinus sylvestris,0.1
638316,Chondrilla juncea,0.5
638316,Corynephorus canescens,0.5
638316,Elymus repens,0.5
638316,Equisetum arvense,0.5
638316,Hypochaeris radicata,0.5
638316,Jasione montana,0.5
638316,Solidago virgaurea,0.5
645703,Agrostis capillaris,15
645703,Corynephorus canescens,15
645703,Helichrysum arenarium,0.1
645703,Holcus lanatus,0.1
645703,Hypochaeris radicata,0.5
645703,Jasione montana,15
645703,Solidago virgaurea,0.1
