releve_nr,valid_name,to_br_bl_old
67,Calamagrostis epigejos,0.5
67,Centaurea stoebe,3
67,Chondrilla juncea,0.5
67,Corynephorus canescens,3
67,Dianthus carthusianorum agg.,3
67,Euphorbia cyparissias,0.5
67,Festuca valesiaca s. l.,15
67,Helichrysum arenarium,0.1
67,Hypericum perforatum,0.5
67,Hypochaeris radicata,0.1
67,Jasione montana,0.1
67,Koeleria glauca,15
67,Linaria genistifolia,0.1
67,Pinus sylvestris,0.01
67,Plantago lanceolata,3
67,Potentilla argentea,0.5
67,Robinia pseudoacacia,0.5
67,Rumex acetosella,0.5
67,Silene latifolia subsp. alba,0.1
68,Anthoxanthum odoratum,0.1
68,Corynephorus canescens,62.5
68,Cynodon dactylon,0.1
68,Holcus lanatus,0.1
68,Hypericum perforatum,0.1
68,Rumex acetosella,3
70,Acer pseudoplatanus,0.01
70,Achillea millefolium agg.,3
70,Ajuga genevensis,0.1
70,Allium scorodoprasum,0.1
70,Armeria elongata subsp. elongata,0.1
70,Artemisia campestris,0.1
70,Calamagrostis epigejos,0.1
70,Carex hirta,0.5
70,Carex praecox,37.5
70,Carex supina,0.5
70,Cruciata laevipes,0.1
70,Cynoglossum officinale,0.5
70,Dianthus carthusianorum agg.,3
70,Elymus repens,0.5
70,Euphorbia cyparissias,37.5
70,Festuca valesiaca s. l.,3
70,Hypericum perforatum,0.1
70,Iris variegata,3
70,Koeleria macrantha,0.1
70,Phleum phleoides,0.1
70,Plantago lanceolata,0.5
70,Poa pratensis agg.,3
70,Potentilla argentea,0.5
70,Rumex acetosella,3
70,Scabiosa ochroleuca,0.1
70,Securigera varia,0.5
70,Silene latifolia subsp. alba,0.5
70,Thymus pannonicus agg.,3
70,Tragopogon dubius,0.1
71,Achillea millefolium agg.,0.1
71,Anthoxanthum odoratum,0.5
71,Carex hirta,3
71,Carex praecox,3
71,Dianthus carthusianorum agg.,15
71,Elymus repens,0.1
71,Euphorbia cyparissias,3
71,Festuca valesiaca s. l.,15
71,Linaria genistifolia,0.1
71,Oxalis species,0.01
71,Phleum phleoides,0.5
71,Plantago lanceolata,15
71,Potentilla argentea,0.1
71,Rumex acetosella,3
71,Thymus pannonicus agg.,3
71,Poa pratensis agg.,0.5
72,Achillea millefolium agg.,3
72,Ajuga genevensis,0.5
72,Armeria elongata subsp. elongata,0.5
72,Arrhenatherum elatius,3
72,Carex caryophyllea,3
72,Carex hirta,0.5
72,Carex praecox,15
72,Dactylis glomerata,0.5
72,Dianthus carthusianorum agg.,3
72,Echium vulgare,0.5
72,Euphorbia esula,0.01
72,Festuca valesiaca s. l.,15
72,Galium verum,0.5
72,Knautia arvensis agg.,0.1
72,Koeleria macrantha,3
72,Viscaria vulgaris,0.5
72,Malus sylvestris agg.,0.1
72,Peucedanum oreoselinum,3
72,Pimpinella saxifraga,0.1
72,Plantago lanceolata,0.5
72,Poa pratensis agg.,15
72,Potentilla argentea,0.5
72,Rumex acetosella,3
72,Rumex thyrsiflorus,0.5
72,Saxifraga bulbifera,3
72,Stipa borysthenica,37.5
72,Thymus pannonicus agg.,3
72,Tragopogon dubius,0.1
72,Veronica prostrata,0.5
73,Achillea millefolium agg.,0.01
73,Anthoxanthum odoratum,15
73,Arrhenatherum elatius,3
73,Brachypodium pinnatum,15
73,Briza media,3
73,Calamagrostis epigejos,3
73,Carex caryophyllea,3
73,Carex hirta,3
73,Carex praecox,15
73,Cerastium arvense,0.5
73,Colchicum autumnale,3
73,Convolvulus arvensis,0.01
73,Crataegus species,0.01
73,Dactylis glomerata,3
73,Dianthus carthusianorum agg.,0.5
73,Elymus repens,0.5
73,Equisetum arvense,0.1
73,Euphorbia cyparissias,15
73,Festuca rubra,15
73,Festuca valesiaca s. l.,3
73,Fragaria viridis,15
73,Galium album s. l.,0.1
73,Galium verum,3
73,Avenula pubescens,3
73,Hypericum perforatum,0.01
73,Lathyrus pratensis,0.1
73,Scorzoneroides autumnalis,0.1
73,Leontodon hispidus,0.5
73,Lotus corniculatus,3
73,Luzula campestris,3
73,Lysimachia nummularia,0.01
73,Pimpinella saxifraga,3
73,Plantago lanceolata,0.1
73,Poa pratensis agg.,15
73,Ranunculus bulbosus,0.1
73,Rumex acetosa,0.01
73,Salvia pratensis,0.5
73,Silene nutans,3
73,Thymus pannonicus agg.,3
73,Trifolium pratense,3
73,Trifolium repens,0.5
73,Veronica vindobonensis,0.5
73,Viola rupestris,0.01
73,Viscaria vulgaris,3
73,Agrostis stolonifera,3
74,Achillea millefolium agg.,3
74,Agrostis vinealis,3
74,Armeria elongata subsp. elongata,3
74,Calamagrostis epigejos,0.1
74,Carex caryophyllea,3
74,Carex hirta,3
74,Carex praecox,15
74,Colchicum autumnale,0.5
74,Cynodon dactylon,0.5
74,Dianthus carthusianorum agg.,15
74,Elymus hispidus,3
74,Eryngium campestre,0.1
74,Euphorbia cyparissias,3
74,Festuca valesiaca s. l.,39.375
74,Avenula pubescens,0.1
74,Koeleria macrantha,15
74,Phleum phleoides,15
74,Plantago lanceolata,0.01
74,Poa pratensis agg.,0.5
74,Rumex acetosella,3
74,Salvia pratensis,3
74,Scabiosa ochroleuca,0.5
74,Stipa borysthenica,15
74,Thymus pannonicus agg.,3
74,Veronica prostrata,0.5
74,Viscaria vulgaris,3
75,Achillea millefolium agg.,0.1
75,Agrimonia eupatoria,0.5
75,Agrostis capillaris,3
75,Anthoxanthum odoratum,15
75,Betonica officinalis,3
75,Carex caryophyllea,0.5
75,Colchicum autumnale,3
75,Crataegus species,3
75,Festuca rubra,3
75,Filipendula vulgaris,15
75,Fragaria viridis,3
75,Galium verum,3
75,Avenula pubescens,0.5
75,Pilosella bauhini,3
75,Holcus lanatus,3
75,Hypericum perforatum,0.5
75,Lathyrus pratensis,0.1
75,Luzula campestris,0.5
75,Lysimachia nummularia,0.1
75,Potentilla heptaphylla,3
75,Ranunculus polyanthemos,0.5
75,Stellaria graminea,0.1
75,Trifolium pratense,0.1
75,Veronica officinalis,0.1
75,Veronica vindobonensis,0.1
75,Viola rupestris,0.1
76,Achillea millefolium agg.,15
76,Armeria elongata subsp. elongata,3
76,Arrhenatherum elatius,3
76,Calamagrostis epigejos,3
76,Carex praecox,3
76,Centaurea stoebe,3
76,Cerastium arvense,0.5
76,Chondrilla juncea,0.5
76,Convolvulus arvensis,0.01
76,Dianthus carthusianorum agg.,3
76,Elymus hispidus,3
76,Eryngium campestre,0.5
76,Euphorbia cyparissias,3
76,Falcaria vulgaris,0.5
76,Festuca valesiaca s. l.,5.91
76,Galium verum,15
76,Avenula pubescens,0.5
76,Koeleria macrantha,15
76,Linaria genistifolia,0.5
76,Pimpinella saxifraga,0.5
76,Poa pratensis agg.,15
76,Potentilla argentea,3
76,Rumex acetosella,3
76,Rumex thyrsiflorus,15
76,Securigera varia,3
76,Thymus pannonicus agg.,3
76,Trifolium alpestre,0.01
76,Verbascum phoeniceum,0.5
76,Veronica prostrata,0.1
77,Achillea millefolium agg.,15
77,Armeria elongata subsp. elongata,3
77,Arrhenatherum elatius,15
77,Calamagrostis epigejos,15
77,Carex praecox,15
77,Carex supina,3
77,Centaurea stoebe,3
77,Chondrilla juncea,0.5
77,Dactylis glomerata,0.5
77,Dianthus carthusianorum agg.,3
77,Elymus hispidus,3
77,Elymus repens,3
77,Eryngium campestre,3
77,Euphorbia cyparissias,0.5
77,Falcaria vulgaris,3
77,Festuca valesiaca s. l.,15
77,Fragaria viridis,3
77,Koeleria macrantha,3
77,Pinus sylvestris,0.01
77,Plantago lanceolata,3
77,Poa pratensis agg.,3
77,Potentilla argentea,15
77,Rosa canina agg.,3
77,Rumex acetosella,3
77,Rumex thyrsiflorus,15
77,Salvia pratensis,3
77,Scabiosa ochroleuca,0.1
77,Securigera varia,3
77,Silene latifolia subsp. alba,3
77,Silene vulgaris,0.1
77,Thymus pannonicus agg.,3
77,Verbascum chaixii subsp. austriacum,3
77,Verbascum phoeniceum,0.5
77,Veronica vindobonensis,0.1
101,Achillea millefolium agg.,0.1
101,Arrhenatherum elatius,0.1
101,Bromus erectus,3
101,Centaurea stoebe,15
101,Eryngium campestre,3
101,Festuca valesiaca s. l.,15
101,Fragaria viridis,15
101,Galium verum,3
101,Hypericum perforatum,0.1
101,Phleum phleoides,0.1
101,Poa pratensis agg.,62.5
101,Rosa canina agg.,3
101,Calamagrostis epigejos,3
101,Potentilla argentea,0.5
101,Dactylis glomerata,0.5
101,Taraxacum sect. Taraxacum,0.1
101,Erigeron annuus agg.,0.1
101,Convolvulus arvensis,0.1
101,Rumex thyrsiflorus,0.5
101,Veronica chamaedrys,0.1
101,Plantago lanceolata,0.1
101,Festuca pratensis,3
101,Chondrilla juncea,0.1
101,Avenula pubescens,0.1
101,Colchicum autumnale,0.1
101,Alopecurus pratensis,0.5
101,Cirsium vulgare,3
101,Cirsium arvense,0.5
101,Prunus cerasifera,0.1
101,Pilosella echioides,0.1
102,Allium flavum,0.1
102,Bromus erectus,62.5
102,Dorycnium germanicum,3
102,Echium vulgare,0.1
102,Festuca valesiaca s. l.,17.55
102,Fragaria viridis,37.5
102,Globularia bisnagarica,0.5
102,Hypericum perforatum,3
102,Koeleria macrantha,0.1
102,Phleum phleoides,0.5
102,Poa pratensis agg.,0.5
102,Seseli annuum,0.1
102,Stipa capillata,3
102,Teucrium chamaedrys,37.5
102,Eryngium campestre,3
102,Pimpinella saxifraga,0.1
102,Euphorbia cyparissias,0.1
102,Thesium linophyllon,0.1
102,Filipendula vulgaris,0.5
102,Chamaecytisus austriacus,0.1
102,Ligustrum vulgare,0.1
102,Potentilla argentea,0.1
102,Sanguisorba minor,0.1
102,Calamagrostis epigejos,0.1
102,Rosa canina agg.,0.1
102,Galium verum,0.1
102,Stipa pennata,0.5
102,Pulsatilla grandis,3
102,Potentilla verna agg.,3
103,Asperula cynanchica,0.1
103,Bromus erectus,62.5
103,Carex liparocarpos,15
103,Dorycnium germanicum,3
103,Euphorbia cyparissias,0.5
103,Festuca valesiaca s. l.,3
103,Fragaria viridis,3
103,Galium verum,3
103,Hypericum perforatum,0.1
103,Koeleria macrantha,0.1
103,Ligustrum vulgare,5.91
103,Phleum phleoides,3
103,Pinus sylvestris,3
103,Poa pratensis agg.,3
103,Stipa capillata,0.5
103,Teucrium chamaedrys,15
103,Veronica prostrata,3
103,Achillea millefolium agg.,0.1
103,Eryngium campestre,0.5
103,Stipa pennata,0.1
103,Securigera varia,0.1
103,Galium glaucum,0.5
103,Robinia pseudoacacia,0.1
103,Convolvulus arvensis,0.1
103,Dactylis glomerata,0.1
103,Echium vulgare,0.1
103,Avenula pubescens,0.1
103,Potentilla verna agg.,15
105,Allium scorodoprasum,0.1
105,Carex praecox,15
105,Festuca valesiaca s. l.,0.5
105,Plantago lanceolata,15
105,Poa pratensis agg.,3
105,Potentilla argentea,3
105,Rumex acetosa,3
105,Sedum sexangulare,3
105,Erodium cicutarium,0.5
105,Convolvulus arvensis,0.5
105,Euphorbia esula,0.1
105,Fragaria viridis,0.5
105,Alopecurus pratensis,0.1
105,Acer pseudoplatanus,0.1
106,Carex praecox,3
106,Erodium cicutarium,0.5
106,Eryngium campestre,0.5
106,Erysimum diffusum agg.,0.5
106,Festuca valesiaca s. l.,3
106,Poa pratensis agg.,0.5
106,Potentilla argentea,0.5
106,Rumex thyrsiflorus,0.1
106,Thymus pannonicus agg.,0.5
106,Euphorbia cyparissias,3
106,Centaurea stoebe,0.1
106,Plantago lanceolata,3
106,Cynodon dactylon,0.5
106,Carex supina,3
106,Veronica prostrata,0.1
106,Achillea millefolium agg.,0.1
106,Falcaria vulgaris,0.1
106,Petrorhagia saxifraga,0.5
106,Helichrysum arenarium,0.5
107,Achillea millefolium agg.,0.1
107,Anthoxanthum odoratum,3
107,Armeria elongata subsp. elongata,0.5
107,Carex praecox,3
107,Dactylis glomerata,0.1
107,Dianthus carthusianorum agg.,0.5
107,Eryngium campestre,3
107,Euphorbia cyparissias,3
107,Festuca valesiaca s. l.,15
107,Fragaria viridis,0.1
107,Luzula campestris,0.1
107,Plantago lanceolata,0.5
107,Poa pratensis agg.,3
107,Potentilla argentea,3
107,Rumex acetosa,3
107,Thymus pannonicus agg.,3
107,Erysimum diffusum agg.,0.1
107,Rumex acetosella,3
107,Centaurea stoebe,0.1
107,Cynodon dactylon,0.1
107,Galium verum,0.5
107,Cruciata laevipes,0.1
107,Carex tomentosa,0.1
107,Pimpinella saxifraga,0.1
107,Elymus repens,0.1
107,Stipa pennata,0.1
107,Helichrysum arenarium,0.1
107,Carex caryophyllea,0.5
108,Asparagus officinalis,0.1
108,Bothriochloa ischaemum,0.1
108,Dianthus carthusianorum agg.,0.1
108,Eryngium campestre,0.1
108,Euphorbia cyparissias,0.1
108,Falcaria vulgaris,0.1
108,Festuca valesiaca s. l.,15
108,Gypsophila paniculata,3
108,Peucedanum oreoselinum,0.5
108,Phleum phleoides,0.5
108,Poa pratensis agg.,3
108,Veronica spicata,3
108,Salvia nemorosa,3
108,Stipa capillata,15
108,Stipa pennata,15
108,Thalictrum minus,15
108,Thymus pannonicus agg.,0.5
108,Verbascum lychnitis,0.1
108,Vincetoxicum hirundinaria,0.1
108,Galium verum,3
108,Achillea millefolium agg.,3
108,Carex humilis,15
108,Carex supina,0.1
108,Carex liparocarpos,0.1
108,Cerastium holosteoides,0.1
108,Elymus hispidus,0.1
108,Senecio jacobaea,0.5
108,Filipendula vulgaris,0.1
108,Cerastium arvense,0.1
108,Avenula pratensis,3
108,Centaurea stoebe,0.1
108,Koeleria macrantha,0.1
108,Dactylis glomerata,0.5
108,Cynoglossum officinale,0.1
108,Rumex crispus,0.1
108,Anchusa officinalis,0.1
108,Silene latifolia subsp. alba,0.1
108,Viola ambigua,0.5
108,Potentilla verna agg.,0.1
109,Achillea millefolium agg.,3
109,Eryngium campestre,0.5
109,Festuca valesiaca s. l.,3
109,Fragaria viridis,3
109,Galium verum,0.5
109,Gypsophila paniculata,3
109,Ligustrum vulgare,0.5
109,Peucedanum oreoselinum,3
109,Poa pratensis agg.,15
109,Veronica spicata,0.5
109,Stipa capillata,3
109,Stipa pennata,3
109,Teucrium chamaedrys,3
109,Verbascum lychnitis,0.1
109,Avenula pubescens,0.1
109,Calamagrostis epigejos,15
109,Falcaria vulgaris,0.5
109,Koeleria macrantha,0.1
109,Carex hirta,0.5
109,Phleum phleoides,0.1
109,Senecio jacobaea,0.1
109,Silene latifolia subsp. alba,0.1
109,Leontodon hispidus,0.1
109,Medicago falcata,0.1
109,Securigera varia,0.1
109,Euphorbia cyparissias,0.5
109,Thymus pannonicus agg.,0.1
109,Quercus petraea agg.,3
109,Crataegus species,0.1
109,Carex tomentosa,0.1
109,Carex caryophyllea,0.1
110,Acinos arvensis,0.1
110,Anthyllis vulneraria,0.1
110,Bromus erectus,37.5
110,Carex liparocarpos,3
110,Dorycnium germanicum,0.5
110,Festuca valesiaca s. l.,15
110,Pilosella echioides,0.1
110,Pilosella officinarum,0.1
110,Koeleria macrantha,0.1
110,Lotus corniculatus,0.1
110,Minuartia glaucina,0.1
110,Peucedanum oreoselinum,0.1
110,Pimpinella saxifraga,0.1
110,Potentilla verna agg.,0.1
110,Senecio jacobaea,3
110,Seseli annuum,0.1
110,Silene otites,0.1
110,Stipa pennata,0.1
110,Teucrium chamaedrys,0.1
110,Teucrium montanum,0.1
110,Veronica prostrata,0.1
110,Arabis hirsuta,0.1
110,Dianthus carthusianorum agg.,0.1
110,Veronica spicata,0.5
110,Astragalus onobrychis,0.1
110,Bothriochloa ischaemum,0.5
110,Globularia bisnagarica,0.1
110,Securigera varia,0.1
110,Plantago media,0.1
110,Galium verum,0.1
110,Juniperus communis,0.1
110,Avenula pratensis,0.1
111,Achillea millefolium agg.,0.1
111,Astragalus onobrychis,0.5
111,Bothriochloa ischaemum,0.5
111,Bromus erectus,15
111,Dianthus carthusianorum agg.,0.1
111,Euphorbia cyparissias,0.5
111,Festuca valesiaca s. l.,3
111,Pilosella echioides,0.1
111,Knautia arvensis agg.,0.1
111,Minuartia glaucina,0.1
111,Peucedanum oreoselinum,0.1
111,Potentilla verna agg.,3
111,Sanguisorba minor,0.5
111,Senecio jacobaea,0.1
111,Seseli annuum,0.1
111,Silene otites,0.1
111,Stipa pennata,15
111,Teucrium chamaedrys,0.5
111,Thymus pannonicus agg.,0.1
111,Phleum phleoides,0.1
111,Carex liparocarpos,15
111,Eryngium campestre,0.1
111,Galium verum,0.1
111,Centaurea stoebe,0.1
111,Sedum sexangulare,0.1
111,Koeleria macrantha,3
111,Hypericum perforatum,0.1
111,Arabis hirsuta,0.1
111,Petrorhagia saxifraga,0.1
111,Taraxacum sect. Erythrosperma,0.1
111,Gypsophila paniculata,0.1
111,Erysimum diffusum agg.,0.1
111,Seseli osseum,0.1
111,Chamaecytisus austriacus,0.1
113,Avenula pratensis,3
113,Bromus erectus,15
113,Carex liparocarpos,3
113,Centaurea scabiosa,0.1
113,Dianthus carthusianorum agg.,0.1
113,Euphorbia cyparissias,0.1
113,Festuca valesiaca s. l.,3
113,Galium verum,0.5
113,Koeleria macrantha,3
113,Medicago falcata,0.1
113,Minuartia glaucina,0.5
113,Peucedanum oreoselinum,3
113,Phleum phleoides,0.5
113,Potentilla verna agg.,3
113,Stipa capillata,15
113,Teucrium chamaedrys,0.5
113,Pilosella echioides,0.1
113,Euphorbia seguieriana,15
113,Knautia arvensis agg.,0.1
113,Senecio jacobaea,0.1
113,Securigera varia,0.1
113,Gypsophila paniculata,0.1
113,Poa pratensis agg.,0.5
113,Eryngium campestre,0.1
113,Thesium linophyllon,0.1
113,Artemisia campestris,3
113,Astragalus onobrychis,0.1
113,Falcaria vulgaris,0.1
113,Achillea millefolium agg.,0.5
113,Stipa borysthenica,15
114,Achillea millefolium agg.,3
114,Bothriochloa ischaemum,3
114,Carex liparocarpos,15
114,Eryngium campestre,3
114,Festuca valesiaca s. l.,37.5
114,Galium verum,0.5
114,Koeleria macrantha,3
114,Nonea pulla,0.1
114,Phleum phleoides,3
114,Poa pratensis agg.,3
114,Scabiosa ochroleuca,0.5
114,Silene otites,3
114,Stipa capillata,15
114,Stipa pennata,15
114,Teucrium chamaedrys,15
114,Tragopogon orientalis,0.1
114,Veronica prostrata,0.1
114,Potentilla verna agg.,3
114,Euonymus europaeus,3
114,Gypsophila paniculata,0.5
114,Cynodon dactylon,0.5
114,Petrorhagia saxifraga,0.1
114,Avenula pubescens,0.5
114,Bromus erectus,0.5
114,Thymus pannonicus agg.,0.5
114,Astragalus austriacus,0.1
114,Equisetum ramosissimum,0.1
114,Pimpinella saxifraga,0.1
114,Artemisia campestris,3
114,Plantago lanceolata,0.1
114,Silene latifolia subsp. alba,0.1
114,Senecio jacobaea,0.5
114,Convolvulus arvensis,0.1
114,Dactylis glomerata,0.1
114,Rapistrum perenne,0.1
114,Erysimum diffusum agg.,0.1
114,Allium oleraceum,0.1
115,Festuca valesiaca s. l.,46.875
115,Gypsophila paniculata,15
115,Securigera varia,0.5
115,Stipa pennata,3
115,Solidago gigantea,3
115,Centaurea stoebe,3
115,Koeleria macrantha,15
115,Erysimum diffusum agg.,0.5
115,Verbascum lychnitis,0.5
115,Nonea pulla,0.5
115,Carex liparocarpos,3
115,Convolvulus arvensis,3
115,Bromus erectus,3
115,Chondrilla juncea,0.5
115,Lathyrus pratensis,0.5
115,Bothriochloa ischaemum,0.5
115,Senecio jacobaea,0.5
115,Phleum phleoides,3
115,Cynoglossum officinale,0.1
115,Equisetum ramosissimum,0.5
115,Echium vulgare,0.1
115,Galium verum,0.1
115,Calamagrostis epigejos,0.1
115,Scabiosa ochroleuca,0.1
115,Allium oleraceum,0.1
115,Tragopogon orientalis,0.5
115,Euphorbia esula,0.5
116,Anthyllis vulneraria,0.5
116,Asperula cynanchica,0.1
116,Bothriochloa ischaemum,3
116,Bromus erectus,62.5
116,Centaurea stoebe,0.5
116,Eryngium campestre,3
116,Festuca valesiaca s. l.,17.55
116,Galium verum,3
116,Petrorhagia saxifraga,0.1
116,Pimpinella saxifraga,0.1
116,Salvia nemorosa,0.5
116,Sanguisorba minor,3
116,Scabiosa ochroleuca,0.1
116,Senecio jacobaea,0.5
116,Stipa capillata,0.5
116,Thymus pannonicus agg.,3
116,Veronica prostrata,0.1
116,Lotus corniculatus,0.5
116,Teucrium chamaedrys,3
116,Achillea millefolium agg.,0.5
116,Plantago lanceolata,0.1
116,Dactylis glomerata,0.1
116,Koeleria macrantha,3
116,Falcaria vulgaris,3
116,Onobrychis arenaria,0.5
116,Echium vulgare,0.5
116,Medicago falcata,0.5
116,Taraxacum sect. Erythrosperma,0.1
116,Carex liparocarpos,15
116,Convolvulus arvensis,0.1
116,Cruciata laevipes,0.1
116,Stipa pennata,3
116,Tragopogon orientalis,0.1
116,Sedum acre,0.1
116,Chondrilla juncea,0.1
116,Silene vulgaris,3
116,Acer campestre,0.1
116,Poa pratensis agg.,0.1
116,Potentilla verna agg.,3
118,Centaurea stoebe,0.1
118,Koeleria macrantha,0.1
118,Plantago lanceolata,0.1
118,Stipa capillata,0.5
118,Festuca valesiaca s. l.,37.5
118,Potentilla argentea,0.1
118,Eryngium campestre,0.5
118,Artemisia campestris,37.5
118,Phleum phleoides,3
118,Falcaria vulgaris,0.1
118,Euphorbia cyparissias,3
118,Pilosella echioides,0.5
118,Securigera varia,0.1
118,Poa pratensis agg.,0.5
118,Sedum acre,0.5
118,Convolvulus arvensis,0.1
118,Verbascum lychnitis,0.1
120,Achillea millefolium agg.,0.1
120,Brachypodium pinnatum,3
120,Bromus erectus,37.5
120,Centaurea stoebe,0.1
120,Chamaecytisus ratisbonensis,3
120,Dorycnium germanicum,0.5
120,Eryngium campestre,3
120,Festuca valesiaca s. l.,17.55
120,Fragaria viridis,15
120,Galium verum,0.5
120,Ligustrum vulgare,3
120,Phleum phleoides,3
120,Pinus sylvestris,3
120,Poa pratensis agg.,3
120,Veronica spicata,3
120,Scabiosa ochroleuca,0.5
120,Stipa capillata,3
120,Stipa pennata,3
120,Dactylis glomerata,3
120,Peucedanum oreoselinum,3
120,Vincetoxicum hirundinaria,0.1
120,Avenula pratensis,3
120,Acinos arvensis,0.1
120,Carex humilis,3
120,Carex liparocarpos,3
120,Teucrium chamaedrys,3
120,Scorzonera purpurea,3
120,Koeleria macrantha,3
120,Medicago falcata,0.5
120,Robinia pseudoacacia,3
120,Arrhenatherum elatius,0.5
120,Astragalus onobrychis,0.1
120,Seseli annuum,0.1
120,Carex caryophyllea,0.1
120,Carex tomentosa,0.1
120,Thesium ramosum,0.1
120,Petrorhagia saxifraga,0.1
120,Silene otites,0.1
120,Elymus hispidus,0.5
120,Calamagrostis epigejos,0.1
120,Hypericum perforatum,0.1
120,Centaurea scabiosa,0.1
120,Potentilla verna agg.,3
120,Allium oleraceum,0.1
120,Thymus pannonicus agg.,0.5
121,Avenula pratensis,3
121,Bromus erectus,37.5
121,Carex humilis,3
121,Centaurea stoebe,0.1
121,Chamaecytisus ratisbonensis,3
121,Dactylis glomerata,3
121,Festuca valesiaca s. l.,17.55
121,Fragaria viridis,3
121,Galium verum,3
121,Koeleria macrantha,15
121,Orchis militaris,3
121,Petrorhagia saxifraga,0.1
121,Pimpinella saxifraga,0.5
121,Scorzonera purpurea,0.5
121,Senecio jacobaea,0.5
121,Seseli annuum,0.1
121,Stipa pennata,3
121,Teucrium chamaedrys,3
121,Thymus pannonicus agg.,3
121,Veronica prostrata,0.1
121,Linum tenuifolium,3
121,Dorycnium germanicum,3
121,Medicago falcata,0.5
121,Stipa capillata,3
121,Phleum phleoides,0.5
121,Veronica spicata,3
121,Hypericum perforatum,0.1
121,Globularia bisnagarica,0.5
121,Daphne cneorum,3
121,Silene otites,0.1
121,Vincetoxicum hirundinaria,0.1
121,Euphorbia cyparissias,0.1
121,Pilosella officinarum,0.1
121,Verbascum lychnitis,0.1
121,Carex liparocarpos,0.1
121,Astragalus onobrychis,0.1
121,Carex caryophyllea,0.5
121,Teucrium montanum,0.1
121,Acinos arvensis,0.1
121,Plantago lanceolata,0.1
121,Seseli osseum,0.1
121,Asperula cynanchica,0.1
121,Knautia arvensis agg.,0.5
121,Potentilla verna agg.,15
121,Pilosella echioides,0.1
122,Avenula pratensis,3
122,Bromus erectus,62.5
122,Carex liparocarpos,15
122,Euphorbia cyparissias,0.5
122,Poa pratensis agg.,0.5
122,Stipa pennata,15
122,Eryngium campestre,3
122,Silene otites,0.5
122,Erysimum diffusum agg.,0.1
122,Teucrium chamaedrys,3
122,Dianthus carthusianorum agg.,3
122,Verbascum lychnitis,0.1
122,Cruciata laevipes,0.5
122,Viola ambigua,0.1
122,Astragalus austriacus,3
122,Senecio jacobaea,0.5
122,Koeleria macrantha,3
122,Erigeron annuus agg.,0.1
122,Carex caryophyllea,0.5
122,Dactylis glomerata,0.5
122,Dorycnium germanicum,0.1
122,Veronica prostrata,0.1
122,Echium vulgare,3
122,Securigera varia,0.5
122,Carduus nutans,0.1
122,Brachypodium pinnatum,3
122,Plantago lanceolata,0.1
122,Centaurea stoebe,0.1
122,Silene latifolia subsp. alba,0.1
122,Phleum phleoides,3
122,Plantago media,0.1
122,Peucedanum oreoselinum,0.1
122,Arabis glabra,0.1
122,Petrorhagia saxifraga,0.1
122,Galium verum,0.5
122,Festuca valesiaca s. l.,3
122,Potentilla verna agg.,0.1
123,Avenula pratensis,3
123,Bromus erectus,37.5
123,Calamagrostis epigejos,3
123,Euphorbia cyparissias,0.1
123,Festuca valesiaca s. l.,15.425
123,Fragaria viridis,3
123,Galium verum,0.5
123,Hypericum perforatum,0.1
123,Poa pratensis agg.,0.5
123,Stipa capillata,3
123,Stipa pennata,3
123,Thymus pannonicus agg.,3
123,Veronica prostrata,0.1
123,Taraxacum sect. Erythrosperma,0.1
123,Teucrium chamaedrys,15
123,Eryngium campestre,3
123,Dorycnium germanicum,15
123,Scorzonera purpurea,0.1
123,Globularia bisnagarica,0.5
123,Seseli hippomarathrum,0.5
123,Phleum phleoides,0.5
123,Koeleria macrantha,15
123,Carex humilis,3
123,Bothriochloa ischaemum,0.5
123,Onobrychis arenaria,3
123,Chamaecytisus ratisbonensis,3
123,Linum tenuifolium,0.1
123,Dianthus carthusianorum agg.,0.1
123,Senecio jacobaea,0.1
123,Veronica spicata,3
123,Knautia arvensis agg.,0.5
123,Centaurea stoebe,0.1
123,Gypsophila paniculata,0.1
123,Pimpinella saxifraga,0.1
123,Medicago falcata,0.5
123,Silene otites,0.1
123,Potentilla verna agg.,15
124,Achillea millefolium agg.,0.1
124,Carex liparocarpos,3
124,Centaurea stoebe,0.5
124,Dorycnium germanicum,3
124,Eryngium campestre,3
124,Festuca valesiaca s. l.,5.91
124,Pilosella echioides,0.1
124,Juniperus communis,3
124,Koeleria macrantha,3
124,Ligustrum vulgare,15
124,Phleum phleoides,3
124,Pimpinella saxifraga,0.1
124,Pinus sylvestris,3
124,Poa pratensis agg.,3
124,Sanguisorba minor,0.1
124,Seseli annuum,0.1
124,Stipa pennata,15
124,Thymus pannonicus agg.,3
124,Veronica prostrata,0.5
124,Vincetoxicum hirundinaria,0.1
124,Galium verum,3
124,Dactylis glomerata,3
124,Bromus erectus,37.5
124,Gypsophila paniculata,3
124,Veronica spicata,0.5
124,Briza media,0.5
124,Euphorbia seguieriana,0.1
124,Seseli hippomarathrum,0.1
124,Fragaria viridis,0.5
124,Plantago media,0.1
124,Carex humilis,15
124,Senecio jacobaea,0.1
124,Peucedanum oreoselinum,0.1
124,Crataegus species,3
124,Acinos arvensis,3
124,Securigera varia,0.1
124,Hypericum perforatum,0.1
124,Chamaecytisus austriacus,3
124,Bothriochloa ischaemum,3
124,Falcaria vulgaris,0.1
124,Astragalus onobrychis,0.1
124,Brachypodium pinnatum,3
124,Centaurea scabiosa,0.1
